invoice_code,invoice_number,invoice_date,customer_name,customer_email,customer_address,customer_city,customer_state,customer_postal_code,customer_country,payment_method,payment_due_date,subtotal,tax_rate,tax_amount,discount_rate,discount_amount,total,notes,status,created_by,created_at,updated_by,updated_at,due_date,paid_date,currency,exchange_rate,payment_reference,shipping_address,shipping_city,shipping_state,shipping_postal_code,shipping_country
fT*,4056,3/7/2022,Eada Martinson,bepplecn@wikipedia.org,9 Sage Park,Kuala Lumpur,KUL,50923,Malaysia,credit card,5/5/2022,6363.25,0.03,190.8975,0.19,1209.0175,5345.13,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",paid,Theresita Pullman,5/24/2022,Brandy Epple,4/23/2022,4/1/2022,11/7/2022,MYR,1.9543,transaction ID,7 Morning Street,Changtang,,,China
Bq*,6855,3/13/2022,Karleen Lewzey,ymountainco@simplemachines.org,5921 Anzinger Pass,Cambuga,,6329,Philippines,debit card,8/8/2022,1272.94,0.13,165.4822,0.34,432.7996,1005.6226,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,overdue,Luz Herculeson,2/2/2022,Ynes Mountain,9/26/2022,10/4/2022,6/20/2022,PHP,1.3545,payment ID,301 Jenifer Trail,Micoud,,,Saint Lucia
CY*,3331,6/12/2022,Bari Marcussen,msperingcp@howstuffworks.com,909 Milwaukee Pass,Zdolbuniv,,,Ukraine,PayPal,6/9/2022,1071.4,0.13,139.282,0.2,214.28,996.402,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",paid,Paxton Keast,11/21/2022,Melinde Spering,12/6/2022,8/7/2022,4/5/2022,UAH,4.5403,payment ID,05027 Burrows Hill,Wanshan,,,China
U_*,5167,12/4/2022,Alfy Bennetto,rhupkacq@ebay.co.uk,3101 Union Place,Char Bhadrāsan,,7933,Bangladesh,debit card,7/26/2022,9800.84,0.12,1176.1008,0.32,3136.2688,7840.672,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,paid,Sheelah Fitzroy,9/1/2022,Rici Hupka,4/21/2022,4/4/2022,9/19/2022,BDT,5.4806,payment ID,7614 Johnson Pass,Néa Flogitá,,,Greece
vb*,6967,9/2/2022,Nana Sholem,lsandcroftcr@upenn.edu,5898 4th Street,Orléans,A3,45075 CEDEX 2,France,PayPal,11/21/2022,9799.08,0.03,293.9724,0.05,489.954,9603.0984,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",overdue,Brittni Sealove,10/31/2022,Lavena Sandcroft,6/13/2022,8/15/2022,1/23/2022,EUR,0.2659,payment ID,7 Eastlawn Court,Tarakan,,,Indonesia
qE*,6551,7/25/2022,Lulita Trussell,mnewlyncs@cyberchimps.com,715 Reinke Point,Ouagadougou,,,Burkina Faso,debit card,10/14/2022,5862.36,0.01,58.6236,0.07,410.3652,5510.6184,Fusce consequat. Nulla nisl. Nunc nisl.,draft,Gus McDoual,9/1/2022,Maure Newlyn,9/22/2022,7/25/2022,10/2/2022,XOF,3.4125,reference number,985 Caliangt Lane,Psyzh,,369110,Russia
U_*,7987,5/30/2022,Cathy Boole,kpickburnct@oakley.com,90691 Farragut Place,Norak,,,Tajikistan,credit card,10/25/2022,9754.14,0.0,0.0,0.46,4486.9044,5267.2356,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",draft,Frederik Maleney,12/22/2022,Karly Pickburn,6/25/2022,4/13/2022,3/24/2022,TJS,8.4077,reference number,6 Pennsylvania Hill,Karangasem Laok,,,Indonesia
r_*,3581,1/22/2022,Clarance Conochie,ksimionicu@chicagotribune.com,03761 Reindahl Trail,Velké Pavlovice,,691 06,Czech Republic,PayPal,3/18/2022,5945.91,0.05,297.2955,0.4,2378.364,3864.8415,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",sent,Agnola Thomkins,1/4/2022,Kristien Simioni,3/29/2022,7/21/2022,5/8/2022,CZK,0.7654,transaction ID,7 Burrows Drive,Eleftheroúpolis,,,Greece
q_*,8341,6/16/2022,Aloin Messier,gsergeauntcv@zdnet.com,0889 Shoshone Crossing,Joyabaj,,14012,Guatemala,credit card,10/25/2022,7296.29,0.07,510.7403,0.48,3502.2192,4304.8111,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",sent,Marys Ziemen,7/28/2022,Giuditta Sergeaunt,1/16/2022,6/5/2022,11/12/2022,GTQ,1.1514,reference number,410 David Junction,New Brunswick,NJ,08922,United States
wL*,6693,8/25/2022,Sada Petit,gcorsoncw@berkeley.edu,98297 Arkansas Circle,Shangcheng Chengguanzhen,,,China,debit card,3/19/2022,3208.28,0.01,32.0828,0.36,1154.9808,2085.382,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",overdue,Alayne Coggen,10/1/2022,Gypsy Corson,6/6/2022,12/4/2022,10/6/2022,CNY,1.6467,transaction ID,57726 Green Street,Piteå,BD,944 73,Sweden
A8*,9440,11/8/2022,Christa Forseith,gwilcoxcx@businesswire.com,8492 Arapahoe Terrace,Hinlayagan Ilaud,,8301,Philippines,debit card,1/17/2022,4448.84,0.09,400.3956,0.04,177.9536,4671.282,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",paid,Ame Berthouloume,2/17/2022,Gabi Wilcox,1/21/2022,9/23/2022,1/4/2022,PHP,0.1584,payment ID,32 North Circle,Artimet,,,Armenia
mq*,7639,12/7/2022,Gilemette Hitzke,mmcphillipscy@furl.net,0 Carey Pass,Novomyshastovskaya,,353831,Russia,debit card,1/29/2022,7905.52,0.09,711.4968,0.01,79.0552,8537.9616,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",paid,Vanessa Hartill,1/30/2022,Morna McPhillips,7/30/2022,6/5/2022,7/25/2022,RUB,5.6423,payment ID,6091 Cherokee Hill,Argalastí,,,Greece
H_*,8767,11/7/2022,Karlie Ogle,ishimmancz@disqus.com,954 Loftsgordon Junction,San Ramón de la Nueva Orán,,4530,Argentina,PayPal,2/2/2022,7314.04,0.03,219.4212,0.47,3437.5988,4095.8624,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",overdue,Vale Moat,1/22/2022,Ingaborg Shimman,8/26/2022,4/30/2022,5/31/2022,ARS,5.5017,reference number,08452 Mifflin Lane,Sungaigerong,,,Indonesia
F3*,6494,7/15/2022,Esma Busain,ofreethd0@ezinearticles.com,22662 Warrior Avenue,Teupasenti,,,Honduras,PayPal,1/4/2022,1050.9,0.11,115.599,0.1,105.09,1061.409,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",paid,Annette Klemencic,11/16/2022,Osborne Freeth,11/28/2022,7/5/2022,12/12/2022,HNL,7.0249,reference number,42 Pleasure Park,São Lourenço de Mamporcão,07,7100-656,Portugal
h7*,7272,7/27/2022,Angelita Domeney,tcanad1@xrea.com,5479 Vera Parkway,Ngluweng Dua,,,Indonesia,debit card,11/16/2022,8095.74,0.07,566.7018,0.26,2104.8924,6557.5494,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,sent,Idalina De Blasiis,6/11/2022,Tallou Cana,3/11/2022,5/1/2022,2/23/2022,IDR,7.1036,payment ID,1531 Truax Way,Uummannaq,,3961,Greenland
os*,4151,2/15/2022,Fenelia Fairbourn,tkondratyukd2@feedburner.com,80175 Dixon Road,Kiên Lương,,,Vietnam,credit card,6/28/2022,3784.67,0.06,227.0802,0.32,1211.0944,2800.6558,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",paid,Florry Lahiff,4/21/2022,Traver Kondratyuk,1/18/2022,12/7/2022,11/2/2022,VND,3.3362,reference number,9195 Luster Place,Ribeirão Pires,,09400-000,Brazil
L_*,5510,8/12/2022,Tyrus Montford,amushawed3@unc.edu,5974 Little Fleur Hill,Tete,,,Mozambique,credit card,11/2/2022,9551.64,0.08,764.1312,0.08,764.1312,9551.64,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",paid,Shawn Barlthrop,11/6/2022,Avivah Mushawe,7/20/2022,1/30/2022,2/28/2022,MZN,8.7131,payment ID,6611 Northfield Trail,Renyi,,,China
JJ*,8221,5/3/2022,Munroe Starbucke,rweondd4@intel.com,6 Packers Terrace,Boissevain,MB,G7S,Canada,debit card,10/9/2022,4353.19,0.15,652.9785,0.15,652.9785,4353.19,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",overdue,Gilberte Sibthorpe,5/16/2022,Rica Weond,6/30/2022,6/20/2022,11/20/2022,CAD,9.1969,transaction ID,58 Clyde Gallagher Circle,Jincheng,,,China
a2*,1787,5/1/2022,Dal Brittain,vblazid5@360.cn,7 American Way,Żernica,,44-144,Poland,PayPal,10/29/2022,3847.52,0.05,192.376,0.08,307.8016,3732.0944,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",paid,Franklin Tofts,11/11/2022,Victor Blazi,12/17/2022,10/26/2022,10/18/2022,PLN,2.903,payment ID,79 Hoard Trail,Almeria,AN,04070,Spain
m_*,6049,4/30/2022,Eulalie De Blasi,gkienled6@auda.org.au,152 8th Terrace,Nezvěstice,,332 04,Czech Republic,PayPal,2/27/2022,6830.51,0.18,1229.4918,0.16,1092.8816,6967.1202,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",sent,Tera Roswarne,7/1/2022,Gilly Kienle,7/12/2022,4/16/2022,11/1/2022,CZK,1.0634,reference number,10309 Delaware Pass,Kalodu,,,Indonesia
Qn*,5441,12/24/2022,Pearline Lumb,eorhtd7@redcross.org,8 Dawn Street,Baghdad,,,Iraq,credit card,10/28/2022,9590.54,0.2,1918.108,0.42,4028.0268,7480.6212,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",draft,Guntar Lynagh,2/21/2022,Ettore Orht,11/23/2022,11/30/2022,3/11/2022,IQD,1.2885,transaction ID,6269 Carey Point,Heby,U,744 88,Sweden
Vy*,4296,9/29/2022,Channa Reaper,rstrettelld8@naver.com,75764 Welch Way,Arenal,,,Peru,PayPal,6/5/2022,3195.1,0.03,95.853,0.09,287.559,3003.394,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",overdue,Allyson Gibben,10/19/2022,Rowney Strettell,7/14/2022,6/13/2022,12/18/2022,PEN,9.526,reference number,15 Boyd Plaza,Fenchen,,,China
fE*,2492,7/12/2022,Prescott McGinly,cpontaind9@aol.com,365 Nelson Pass,Sasnovy Bor,,,Belarus,PayPal,12/8/2022,3941.23,0.09,354.7107,0.23,906.4829,3389.4578,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",draft,Audy Rosenvasser,12/16/2022,Claiborn Pontain,9/17/2022,3/4/2022,5/14/2022,BYR,7.3095,payment ID,88 Starling Lane,Sabnova,,368670,Russia
k_*,6026,11/25/2022,Cole Etchells,vminchintonda@reference.com,64 Havey Place,Cogtong,,6310,Philippines,debit card,4/18/2022,5157.5,0.07,361.025,0.42,2166.15,3352.375,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",paid,Trescha Dregan,2/25/2022,Victoir Minchinton,5/14/2022,11/28/2022,6/1/2022,PHP,2.0946,payment ID,16507 Walton Pass,Taywanak Ilaya,,4133,Philippines
Z_*,4343,1/26/2022,Cristy Devey,ftattersdb@blogger.com,6970 Buena Vista Plaza,Kalunan,,,Indonesia,debit card,11/7/2022,6354.16,0.16,1016.6656,0.16,1016.6656,6354.16,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",sent,Sunshine McQuarrie,12/15/2022,Fax Tatters,1/14/2022,4/7/2022,8/29/2022,IDR,4.8827,reference number,2 Lillian Terrace,Polowat,,,Micronesia
RD*,7668,12/1/2022,Paolo Gowrich,aswithenbydc@etsy.com,77 Hooker Place,Thung Yang Daeng,,46000,Thailand,debit card,5/9/2022,3677.37,0.12,441.2844,0.18,661.9266,3456.7278,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",paid,Linette Caudle,10/11/2022,Allyn Swithenby,4/24/2022,6/23/2022,12/13/2022,THB,3.1516,reference number,470 Glacier Hill Alley,Asemanis,,,Indonesia
Ey*,4784,1/22/2022,Noam Crippen,dtolomellidd@github.com,7 Charing Cross Circle,Changshan,,,China,PayPal,11/24/2022,2893.29,0.11,318.2619,0.31,896.9199,2314.632,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",overdue,Brendis McGrouther,2/20/2022,Dosi Tolomelli,2/13/2022,12/16/2022,1/12/2022,CNY,2.2701,payment ID,5433 Sullivan Lane,Daşoguz,,,Turkmenistan
Iw*,4452,9/16/2022,Brianna Prior,lbaertde@netvibes.com,32 Harbort Way,Al Qubbah,,,Libya,PayPal,7/27/2022,1901.75,0.1,190.175,0.45,855.7875,1236.1375,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",paid,Armand Cowderay,3/12/2022,Lenci Baert,7/14/2022,5/15/2022,7/8/2022,LYD,9.6262,payment ID,341 Ramsey Trail,Los Angeles,CA,90065,United States
s_*,3784,5/28/2022,Humfrid Diggle,bhailedf@spotify.com,05 Twin Pines Circle,San Nicolas,,4207,Philippines,debit card,4/18/2022,8187.69,0.14,1146.2766,0.43,3520.7067,5813.2599,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",draft,Mano Marfell,8/13/2022,Byrann Haile,6/4/2022,1/29/2022,2/15/2022,PHP,4.0817,reference number,8618 Thompson Parkway,Santana do Ipanema,,57500-000,Brazil
H2*,6512,6/3/2022,Alli Battista,amcauleydg@omniture.com,61 Summer Ridge Park,Kėdainiai,,57005,Lithuania,debit card,12/3/2022,1295.22,0.13,168.3786,0.4,518.088,945.5106,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",sent,Hollyanne Capinetti,6/13/2022,Allistir McAuley,5/16/2022,3/22/2022,8/3/2022,LTL,5.3145,transaction ID,6210 Maple Point,Medveđa,,,Serbia
u_*,6695,1/19/2022,Jeffry Hendrik,hbarrassedh@soup.io,6703 Monument Park,Kauditan,,,Indonesia,debit card,9/19/2022,4541.85,0.18,817.533,0.36,1635.066,3724.317,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,overdue,Joly Dumbrell,7/21/2022,Harbert Barrasse,11/1/2022,9/12/2022,8/4/2022,IDR,8.2345,payment ID,906 Butternut Parkway,Jing’an,,,China
pB*,1041,10/22/2022,Timi Collopy,htarttdi@wiley.com,97867 Marcy Center,Āwash,,,Ethiopia,debit card,3/27/2022,4864.86,0.09,437.8374,0.0,0.0,5302.6974,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",sent,Elnar Torrese,10/24/2022,Honey Tartt,5/19/2022,2/1/2022,11/8/2022,ETB,9.2453,reference number,73 Rigney Junction,Ijero-Ekiti,,,Nigeria
f_*,5524,1/21/2022,Selby Goodread,aflockhartdj@fc2.com,2432 Iowa Avenue,Ojo de Agua,MIC,58353,Mexico,PayPal,2/9/2022,7068.28,0.05,353.414,0.31,2191.1668,5230.5272,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",paid,Marybeth Aires,3/15/2022,Ax Flockhart,1/16/2022,6/3/2022,12/1/2022,MXN,4.708,reference number,85 Spenser Trail,São Martinho,13,4780-320,Portugal
s_*,3080,3/26/2022,Lorine Veschambes,dferedaydk@house.gov,001 Forest Run Parkway,Venlo,05,5914,Netherlands,debit card,7/22/2022,1161.61,0.03,34.8483,0.09,104.5449,1091.9134,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",draft,Kassie McAleese,2/13/2022,Danella Fereday,3/8/2022,6/21/2022,6/7/2022,EUR,3.207,payment ID,753 Hansons Pass,Urazovka,,607497,Russia
s_*,3313,8/26/2022,Nalani Minto,lbernthdl@omniture.com,02 Troy Avenue,Ouangani,,97670,Mayotte,debit card,10/27/2022,3657.68,0.01,36.5768,0.15,548.652,3145.6048,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",sent,Agretha Bourchier,3/17/2022,Leoline Bernth,3/22/2022,10/23/2022,3/30/2022,EUR,9.0161,reference number,307 Dottie Circle,Tanshan,,,China
pd*,6417,10/8/2022,Eddie Archbold,nlemmdm@nsw.gov.au,3857 Troy Pass,Lameiro,10,2425-317,Portugal,PayPal,12/24/2022,5667.05,0.08,453.364,0.27,1530.1035,4590.3105,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",paid,Dominica Batterton,9/26/2022,Nikos Lemm,1/12/2022,10/1/2022,11/6/2022,EUR,9.2846,reference number,9 Blue Bill Park Avenue,Miaoxi,,,China
a2*,8222,2/22/2022,Mahmoud Pennycuick,jdalladn@twitpic.com,160 Derek Road,Hacıqabul,,,Azerbaijan,PayPal,11/19/2022,9684.34,0.0,0.0,0.19,1840.0246,7844.3154,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",paid,Jeannie Woodruffe,5/31/2022,Joanie Dalla,11/23/2022,3/23/2022,11/23/2022,AZN,8.072,transaction ID,240 Eastlawn Drive,Lubin,,59-339,Poland
p7*,1569,12/27/2022,Lexine Pimmocke,ngilbeydo@mapquest.com,51 Mosinee Plaza,Pashkovskiy,,385228,Russia,debit card,11/19/2022,971.7,0.05,48.585,0.05,48.585,971.7,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",paid,Annabelle Illwell,7/5/2022,Nanice Gilbey,5/20/2022,11/25/2022,9/19/2022,RUB,3.97,transaction ID,88858 Dawn Street,Ljungskile,O,459 91,Sweden
z_*,6506,4/20/2022,Rianon Schooley,rbowsherdp@cnbc.com,1548 Memorial Center,Yangp'yŏng,,,South Korea,PayPal,2/10/2022,9289.14,0.04,371.5656,0.11,1021.8054,8638.9002,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",sent,Kimbra Houchin,7/28/2022,Rubetta Bowsher,3/1/2022,9/19/2022,7/21/2022,KRW,2.6228,reference number,027 Cardinal Parkway,Gręboszów,,33-260,Poland
OT*,1828,4/25/2022,Wood Parsisson,mbestalldq@alibaba.com,40507 Commercial Avenue,Boquira,,46530-000,Brazil,PayPal,6/29/2022,3964.27,0.11,436.0697,0.36,1427.1372,2973.2025,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,sent,Debor Dumini,2/18/2022,Marianne Bestall,2/4/2022,3/17/2022,4/9/2022,BRL,9.5059,reference number,2 Manufacturers Terrace,Cruzília,,37445-000,Brazil
L3*,2354,12/8/2022,Dean Sodory,sarrodr@vimeo.com,3 Texas Street,Qo‘qon,,,Uzbekistan,credit card,3/8/2022,3634.61,0.07,254.4227,0.25,908.6525,2980.3802,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",draft,Amalia Crawshaw,9/2/2022,Sigfrid Arro,11/30/2022,4/21/2022,3/23/2022,UZS,2.6319,transaction ID,69 Maple Wood Alley,Sanjiao,,,China
mc*,1232,5/30/2022,Tabatha Papps,zbenneds@simplemachines.org,99073 Hansons Avenue,Rokytne,,,Ukraine,PayPal,5/30/2022,8735.03,0.16,1397.6048,0.2,1747.006,8385.6288,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",paid,Amanda Florio,10/14/2022,Zenia Benne,8/18/2022,7/11/2022,7/21/2022,UAH,8.313,payment ID,5 Warner Way,Fagersta,U,737 42,Sweden
